id,source_type,source_file,raw_text,name,url,domain,category,subcategory,purpose,department,agent_owner,use_case,data_type,access_type,cost_level,risk_level,legal_notes,setup_steps,example_prompt,tags,priority_score,verified_status,last_checked,notes
EIC-0631,photo_ocr,FB_IMG_1778509142466.jpg,« materialsproject.org - Compute properties of any material,Materialsproject,https://materialsproject.org,materialsproject.org,Space & Science,,Compute properties of any material,CEO Command Center,Helix Patel,"Helix Patel pulls materialsproject.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://materialsproject.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0632,photo_ocr,FB_IMG_1778509507011.jpg,¢ mindat.org - World's largest mineral and meteorite database..,Mindat,https://mindat.org,mindat.org,Space & Science,,World's largest mineral and meteorite database,CEO Command Center,Helix Patel,"Helix Patel pulls mindat.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://mindat.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,meteorite,3,auto,2026-05-12,photo_topic=platforms for finding hard to  access information..
EIC-0633,photo_ocr,FB_IMG_1778509142466.jpg,"« molview.org - Draw ,visualize molecules in 3D",Molview,https://molview.org,molview.org,Space & Science,,"Draw ,visualize molecules in 3D",CEO Command Center,Helix Patel,"Helix Patel pulls molview.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://molview.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0634,photo_ocr,FB_IMG_1778509238072.jpg,¢ oceancolor.gsfc.nasa.gov - ocean chlorophyll and temperature data,Oceancolor,https://oceancolor.gsfc.nasa.gov,oceancolor.gsfc.nasa.gov,Space & Science,domain-override,ocean chlorophyll and temperature data,CEO Command Center,Helix Patel,"Helix Patel pulls oceancolor.gsfc.nasa.gov for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://oceancolor.gsfc.nasa.gov for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,,3,auto-domain,2026-05-12,photo_topic=sites that let you interact with live global data
EIC-0635,photo_ocr,FB_IMG_1778509090589.jpg,¢ ocr.space - Extract text from any image or PDF..,Ocr,https://ocr.space,ocr.space,Space & Science,,Extract text from any image or PDF,CEO Command Center,Helix Patel,"Helix Patel pulls ocr.space for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://ocr.space for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,space,3,auto,2026-05-12,photo_topic=Free Tools that handle tasks you've been avoiding
EIC-0636,photo_ocr,FB_IMG_1778509142466.jpg,« openbabel.org - Convert any chemical file format to another,Openbabel,https://openbabel.org,openbabel.org,Space & Science,,Convert any chemical file format to another,CEO Command Center,Helix Patel,"Helix Patel pulls openbabel.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://openbabel.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0637,photo_ocr,FB_IMG_1778509142466.jpg,* osra.sourceforge.net - Convert chemical images,Osra,https://osra.sourceforge.net,osra.sourceforge.net,Space & Science,,Convert chemical images,CEO Command Center,Helix Patel,"Helix Patel pulls osra.sourceforge.net for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://osra.sourceforge.net for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0638,photo_ocr,FB_IMG_1778509067661.jpg,¢ ozonewatch.gsfc.nasa.gov - stratospheric ozone hole monitor,Ozonewatch,https://ozonewatch.gsfc.nasa.gov,ozonewatch.gsfc.nasa.gov,Space & Science,domain-override,stratospheric ozone hole monitor,CEO Command Center,Helix Patel,"Helix Patel pulls ozonewatch.gsfc.nasa.gov for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://ozonewatch.gsfc.nasa.gov for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,,3,auto-domain,2026-05-12,photo_topic=Tools for advanced climate data analysis
EIC-0639,photo_ocr,FB_IMG_1778509142466.jpg,¢ periodni.com - guide to every element with calculation tools,Periodni,https://periodni.com,periodni.com,Space & Science,,guide to every element with calculation tools,CEO Command Center,Helix Patel,"Helix Patel pulls periodni.com for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://periodni.com for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0640,photo_ocr,FB_IMG_1778509142466.jpg,« phet.colorado.edu- Simulate molecular bonds and reactions,Phet,https://phet.colorado.edu,phet.colorado.edu,Space & Science,,Simulate molecular bonds and reactions,CEO Command Center,Helix Patel,"Helix Patel pulls phet.colorado.edu for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://phet.colorado.edu for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0641,photo_ocr,FB_IMG_1778509142466.jpg,¢ psicode.org - Perform ab initio quantum chemistry calculations,Psicode,https://psicode.org,psicode.org,Space & Science,,Perform ab initio quantum chemistry calculations,CEO Command Center,Helix Patel,"Helix Patel pulls psicode.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://psicode.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0642,photo_ocr,FB_IMG_1778509142466.jpg,« ptable.com- deeply explore compounds from periodic table,Ptable,https://ptable.com,ptable.com,Space & Science,,deeply explore compounds from periodic table,CEO Command Center,Helix Patel,"Helix Patel pulls ptable.com for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://ptable.com for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0643,photo_ocr,FB_IMG_1778509142466.jpg,« rcsb.org - every known protein structure solved,Rcsb,https://rcsb.org,rcsb.org,Space & Science,,every known protein structure solved,CEO Command Center,Helix Patel,"Helix Patel pulls rcsb.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://rcsb.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0644,photo_ocr,FB_IMG_1778509333478.jpg,« sealevel.nasa.gov - interactive global sea level change tracker,Sealevel,https://sealevel.nasa.gov,sealevel.nasa.gov,Space & Science,domain-override,interactive global sea level change tracker,CEO Command Center,Helix Patel,"Helix Patel pulls sealevel.nasa.gov for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://sealevel.nasa.gov for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,,3,auto-domain,2026-05-12,photo_topic=Must know GIS & advanced mapping sites
EIC-0645,photo_ocr,FB_IMG_1778509067661.jpg,¢ smap.jpl.nasa.gov - soil moisture data,Smap,https://smap.jpl.nasa.gov,smap.jpl.nasa.gov,Space & Science,domain-override,soil moisture data,CEO Command Center,Helix Patel,"Helix Patel pulls smap.jpl.nasa.gov for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://smap.jpl.nasa.gov for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,,3,auto-domain,2026-05-12,photo_topic=Tools for advanced climate data analysis
EIC-0646,photo_ocr,FB_IMG_1778509142466.jpg,¢ swisstargetprediction.ch - all biological targets for any small molecule,Swisstargetprediction,https://swisstargetprediction.ch,swisstargetprediction.ch,Space & Science,,all biological targets for any small molecule,CEO Command Center,Helix Patel,"Helix Patel pulls swisstargetprediction.ch for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://swisstargetprediction.ch for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,research and analysis,3,auto,2026-05-12,photo_topic=Hidden Tools for chemistry research and analysis
EIC-0647,photo_ocr,FB_IMG_1778509090589.jpg,¢ wolframalpha.com - Solves any math or science problem,Wolframalpha,https://wolframalpha.com,wolframalpha.com,Space & Science,,Computational search engine for factual answers,CEO Command Center,Helix Patel,"Helix Patel pulls wolframalpha.com for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://wolframalpha.com for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,science,3,auto,2026-05-12,photo_topic=Free Tools that handle tasks you've been avoiding | photo_topic=:     tt sC«é@BBD@Claavew’ | Specialized search engines for different purposes.
EIC-0648,photo_ocr,FB_IMG_1778509067661.jpg,¢ worldview.earthdata.nasa.gov - full satellite imagery,Worldview,https://worldview.earthdata.nasa.gov,worldview.earthdata.nasa.gov,Space & Science,domain-override,full satellite imagery,CEO Command Center,Helix Patel,"Helix Patel pulls worldview.earthdata.nasa.gov for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://worldview.earthdata.nasa.gov for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,,3,auto-domain,2026-05-12,photo_topic=Tools for advanced climate data analysis | photo_topic=sites that let you interact with live global data
EIC-0649,photo_ocr,FB_IMG_1778509507011.jpg,¢ zenodo.org - Open research data from every scientific field,Zenodo,https://zenodo.org,zenodo.org,Space & Science,,Open research data from every scientific field,CEO Command Center,Helix Patel,"Helix Patel pulls zenodo.org for scientific data, space weather, biological/chemical reference, or research signals. Useful for long-horizon strategy and any health/biotech-adjacent decision.",,free,free,low,,"1. Open https://zenodo.org for the dataset.
2. Many science DBs offer JSON or CSV downloads -- inspect the API.
3. Cache findings to `cache/science/` for repeat queries.",,scientific,3,auto,2026-05-12,photo_topic=platforms for finding hard to  access information..
EIC-0650,photo_ocr,FB_IMG_1778509470112.jpg,« abebooks.com - Rare first edition antiquarian book prices,Abebooks,https://abebooks.com,abebooks.com,Trading & Finance,,Rare first edition antiquarian book prices,Trading Desk,Bull Archer,"Bull Archer pulls abebooks.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://abebooks.com.
2. Pull a snapshot: `intel pull abebooks.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0651,photo_ocr,FB_IMG_1778509470112.jpg,¢ aerolite.org - Martian and lunar meteorite prices listed,Aerolite,https://aerolite.org,aerolite.org,Trading & Finance,,Martian and lunar meteorite prices listed,Trading Desk,Bull Archer,"Bull Archer pulls aerolite.org for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://aerolite.org.
2. Pull a snapshot: `intel pull aerolite.org`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0652,photo_ocr,FB_IMG_1778509112797.jpg,¢ alphaspread.com - Check if a stock is overpriced,Alphaspread,https://alphaspread.com,alphaspread.com,Trading & Finance,,Check if a stock is overpriced,Trading Desk,Bull Archer,"Bull Archer pulls alphaspread.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://alphaspread.com.
2. Pull a snapshot: `intel pull alphaspread.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0653,photo_ocr,FB_IMG_1778509470112.jpg,¢ antiquearmsinc.com — historical weapon collector prices,Antiquearmsinc,https://antiquearmsinc.com,antiquearmsinc.com,Trading & Finance,,historical weapon collector prices,Trading Desk,Bull Archer,"Bull Archer pulls antiquearmsinc.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://antiquearmsinc.com.
2. Pull a snapshot: `intel pull antiquearmsinc.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0654,photo_ocr,FB_IMG_1778509470112.jpg,¢ aquabid.com - Rare exotic tropical live fish prices,Aquabid,https://aquabid.com,aquabid.com,Trading & Finance,,Rare exotic tropical live fish prices,Trading Desk,Bull Archer,"Bull Archer pulls aquabid.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://aquabid.com.
2. Pull a snapshot: `intel pull aquabid.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0655,photo_ocr,FB_IMG_1778509470112.jpg,¢ asianmetal.com - Bismuth selenium tellurium minor metal prices,Asianmetal,https://asianmetal.com,asianmetal.com,Trading & Finance,,Bismuth selenium tellurium minor metal prices,Trading Desk,Bull Archer,"Bull Archer pulls asianmetal.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://asianmetal.com.
2. Pull a snapshot: `intel pull asianmetal.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0656,photo_ocr,FB_IMG_1778509112797.jpg,"¢ barchart.com - Data for options, futures, charts",Barchart,https://barchart.com,barchart.com,Trading & Finance,,Options and futures data with free charting tools,Trading Desk,Bull Archer,"Bull Archer pulls barchart.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://barchart.com.
2. Pull a snapshot: `intel pull barchart.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics | photo_topic=Platforms that unlock rare knowledge.. | ¢ passc.net/EarthlmpactDatabase   Every confirmed meteor crater mapped
EIC-0657,photo_ocr,FB_IMG_1778509470112.jpg,¢ barnebys.com - Global rare collectible auction price search,Barnebys,https://barnebys.com,barnebys.com,Trading & Finance,,Global rare collectible auction price search,Trading Desk,Bull Archer,"Bull Archer pulls barnebys.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://barnebys.com.
2. Pull a snapshot: `intel pull barnebys.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0658,photo_ocr,FB_IMG_1778509470112.jpg,¢ beckett.com - Rare sports trading card graded values,Beckett,https://beckett.com,beckett.com,Trading & Finance,,Rare sports trading card graded values,Trading Desk,Bull Archer,"Bull Archer pulls beckett.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://beckett.com.
2. Pull a snapshot: `intel pull beckett.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0659,photo_ocr,FB_IMG_1778509470112.jpg,¢ benchmarkminerals.com - Lithium cobalt battery mineral prices,Benchmarkminerals,https://benchmarkminerals.com,benchmarkminerals.com,Trading & Finance,,Lithium cobalt battery mineral prices,Trading Desk,Bull Archer,"Bull Archer pulls benchmarkminerals.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://benchmarkminerals.com.
2. Pull a snapshot: `intel pull benchmarkminerals.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0660,photo_ocr,FB_IMG_1778509112797.jpg,¢ benzinga.com -world’s Fastest breaking market news,Benzinga,https://benzinga.com,benzinga.com,Trading & Finance,,world’s Fastest breaking market news,Trading Desk,Bull Archer,"Bull Archer pulls benzinga.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://benzinga.com.
2. Pull a snapshot: `intel pull benzinga.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0661,photo_ocr,FB_IMG_1778509112797.jpg,¢ bondsupermart.com - Compare global bonds,Bondsupermart,https://bondsupermart.com,bondsupermart.com,Trading & Finance,,Compare global bonds,Trading Desk,Bull Archer,"Bull Archer pulls bondsupermart.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://bondsupermart.com.
2. Pull a snapshot: `intel pull bondsupermart.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0662,photo_ocr,FB_IMG_1778509470112.jpg,¢ chrono24.com - vintage luxury watch global prices,Chrono24,https://chrono24.com,chrono24.com,Trading & Finance,,vintage luxury watch global prices,Trading Desk,Bull Archer,"Bull Archer pulls chrono24.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://chrono24.com.
2. Pull a snapshot: `intel pull chrono24.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0663,photo_ocr,FB_IMG_1778509112797.jpg,¢ clankapp.com - live massive blockchain capital flows,Clankapp,https://clankapp.com,clankapp.com,Trading & Finance,,live massive blockchain capital flows,Trading Desk,Bull Archer,"Bull Archer pulls clankapp.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://clankapp.com.
2. Pull a snapshot: `intel pull clankapp.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,blockchain capital,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0664,photo_ocr,FB_IMG_1778509112797.jpg,¢ coingecko.com - Crypto prices rankings and stats,Coingecko,https://coingecko.com,coingecko.com,Trading & Finance,domain-override,Crypto prices rankings and stats,Trading Desk,Bull Archer,"Bull Archer pulls coingecko.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://coingecko.com.
2. Pull a snapshot: `intel pull coingecko.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,,3,auto-domain,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0665,photo_ocr,FB_IMG_1778509112797.jpg,¢ cryptobubbles.net - Shows every crypto gain/ loss as bubbles,Cryptobubbles,https://cryptobubbles.net,cryptobubbles.net,Trading & Finance,,Shows every crypto gain/ loss as bubbles,Trading Desk,Bull Archer,"Bull Archer pulls cryptobubbles.net for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://cryptobubbles.net.
2. Pull a snapshot: `intel pull cryptobubbles.net`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0666,photo_ocr,FB_IMG_1778509112797.jpg,¢ currentmarketvaluation.com -long-term stock market valuation models,Currentmarketvaluation,https://currentmarketvaluation.com,currentmarketvaluation.com,Trading & Finance,,long-term stock market valuation models,Trading Desk,Bull Archer,"Bull Archer pulls currentmarketvaluation.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://currentmarketvaluation.com.
2. Pull a snapshot: `intel pull currentmarketvaluation.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0667,photo_ocr,FB_IMG_1778509112797.jpg,¢ dataroma.com - View top investors stock picks,Dataroma,https://dataroma.com,dataroma.com,Trading & Finance,,View top investors stock picks,Trading Desk,Bull Archer,"Bull Archer pulls dataroma.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://dataroma.com.
2. Pull a snapshot: `intel pull dataroma.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0668,photo_ocr,FB_IMG_1778509112797.jpg,« defillama.com - largest aggregator for DeFi,Defillama,https://defillama.com,defillama.com,Trading & Finance,,largest aggregator for DeFi,Trading Desk,Bull Archer,"Bull Archer pulls defillama.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://defillama.com.
2. Pull a snapshot: `intel pull defillama.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0669,photo_ocr,FB_IMG_1778509112797.jpg,« dividendhistory.org - stock dividend history records,Dividendhistory,https://dividendhistory.org,dividendhistory.org,Trading & Finance,,stock dividend history records,Trading Desk,Bull Archer,"Bull Archer pulls dividendhistory.org for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://dividendhistory.org.
2. Pull a snapshot: `intel pull dividendhistory.org`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,beyond the basics,3,auto,2026-05-12,photo_topic=Essential financial tools beyond the basics
EIC-0670,photo_ocr,FB_IMG_1778509470112.jpg,¢ fastmarkets.com - earth magnet neodymium prices,Fastmarkets,https://fastmarkets.com,fastmarkets.com,Trading & Finance,,earth magnet neodymium prices,Trading Desk,Bull Archer,"Bull Archer pulls fastmarkets.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://fastmarkets.com.
2. Pull a snapshot: `intel pull fastmarkets.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0671,photo_ocr,FB_IMG_1778509470112.jpg,¢ findyourstampsvalue.com - vintage postage stamp values,Findyourstampsvalue,https://findyourstampsvalue.com,findyourstampsvalue.com,Trading & Finance,,vintage postage stamp values,Trading Desk,Bull Archer,"Bull Archer pulls findyourstampsvalue.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://findyourstampsvalue.com.
2. Pull a snapshot: `intel pull findyourstampsvalue.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0672,photo_ocr,FB_IMG_1778509470112.jpg,* gemval.com - colored gemstone price per carat.,Gemval,https://gemval.com,gemval.com,Trading & Finance,,colored gemstone price per carat,Trading Desk,Bull Archer,"Bull Archer pulls gemval.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://gemval.com.
2. Pull a snapshot: `intel pull gemval.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0673,photo_ocr,FB_IMG_1778509470112.jpg,¢ Istdibs.com — Rare luxury furniture and design object prices,Istdibs,https://istdibs.com,istdibs.com,Trading & Finance,,Rare luxury furniture and design object prices,Trading Desk,Bull Archer,"Bull Archer pulls istdibs.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://istdibs.com.
2. Pull a snapshot: `intel pull istdibs.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0674,photo_ocr,FB_IMG_1778509470112.jpg,« kingsnake.com - exotic reptile live market prices,Kingsnake,https://kingsnake.com,kingsnake.com,Trading & Finance,,exotic reptile live market prices,Trading Desk,Bull Archer,"Bull Archer pulls kingsnake.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://kingsnake.com.
2. Pull a snapshot: `intel pull kingsnake.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
EIC-0675,photo_ocr,FB_IMG_1778509470112.jpg,« labx.com - rare used scientific equipment market prices.,Labx,https://labx.com,labx.com,Trading & Finance,,rare used scientific equipment market prices,Trading Desk,Bull Archer,"Bull Archer pulls labx.com for prices, on-chain flows, options, or portfolio reference. Cross-check against XLM bot signals and broker pipeline stage.",,free,free,low,,"1. Open https://labx.com.
2. Pull a snapshot: `intel pull labx.com`.
3. For automated tracking, wire into `06_DEVELOPMENT/xlm_bot/` if relevant.",,price of different,3,auto,2026-05-12,photo_topic=Determine the price of different rare products
